technique,review_id,review_text,true_label,predicted_label,correct,success,retry_count,retry_reasons,extraction_reason,execution_time
zero-shot,203,Le cloud est hyper centralisé. Il faut le décentraliser pour un écosystème plus ouvert et foisonnant...,2,1,False,True,0,,Direct digit match,1.1637392044067383
few-shot,203,Le cloud est hyper centralisé. Il faut le décentraliser pour un écosystème plus ouvert et foisonnant...,2,1,False,True,0,,Sentiment: X pattern match,6.927046537399292
few-shot-real,203,Le cloud est hyper centralisé. Il faut le décentraliser pour un écosystème plus ouvert et foisonnant...,2,1,False,True,0,,Sentiment: X pattern match,1.4629340171813965
chain-of-thought,203,Le cloud est hyper centralisé. Il faut le décentraliser pour un écosystème plus ouvert et foisonnant...,2,0,False,True,0,,Sentiment: X pattern match,5.280579328536987
role-based,203,Le cloud est hyper centralisé. Il faut le décentraliser pour un écosystème plus ouvert et foisonnant...,2,1,False,True,0,,Sentiment: X pattern match,1.866701602935791
combined,203,Le cloud est hyper centralisé. Il faut le décentraliser pour un écosystème plus ouvert et foisonnant...,2,1,False,True,0,,Sentiment: X pattern match,2.1628549098968506
zero-shot,317,"Des astuces pour nettoyer des tâches récalcitrantes... Certaines sont écologiques, d'autres moins, m...",2,1,False,True,0,,Direct digit match,2.4182093143463135
few-shot,317,"Des astuces pour nettoyer des tâches récalcitrantes... Certaines sont écologiques, d'autres moins, m...",2,1,False,True,0,,Direct digit match,1.8897526264190674
few-shot-real,317,"Des astuces pour nettoyer des tâches récalcitrantes... Certaines sont écologiques, d'autres moins, m...",2,1,False,True,0,,Direct digit match,1.8321301937103271
chain-of-thought,317,"Des astuces pour nettoyer des tâches récalcitrantes... Certaines sont écologiques, d'autres moins, m...",2,1,False,True,0,,Sentiment: X pattern match,3.89528489112854
role-based,317,"Des astuces pour nettoyer des tâches récalcitrantes... Certaines sont écologiques, d'autres moins, m...",2,1,False,True,0,,Direct digit match,1.3922622203826904
combined,317,"Des astuces pour nettoyer des tâches récalcitrantes... Certaines sont écologiques, d'autres moins, m...",2,1,False,True,0,,Sentiment: X pattern match,2.210216760635376
zero-shot,113,Face à l’escroquerie éolienne : la géothermie | Contrepoints Replay  http,2,0,False,True,0,,Direct digit match,1.9715635776519775
few-shot,113,Face à l’escroquerie éolienne : la géothermie | Contrepoints Replay  http,2,1,False,True,0,,Sentiment: X pattern match,1.4227921962738037
few-shot-real,113,Face à l’escroquerie éolienne : la géothermie | Contrepoints Replay  http,2,0,False,True,0,,Sentiment: X pattern match,1.8325719833374023
chain-of-thought,113,Face à l’escroquerie éolienne : la géothermie | Contrepoints Replay  http,2,0,False,True,0,,Sentiment: X pattern match,5.363948106765747
role-based,113,Face à l’escroquerie éolienne : la géothermie | Contrepoints Replay  http,2,0,False,True,0,,Direct digit match,1.4861745834350586
combined,113,Face à l’escroquerie éolienne : la géothermie | Contrepoints Replay  http,2,0,False,True,0,,Sentiment: X pattern match,2.4812746047973633
zero-shot,215,La géothermie profite aux Chellois  http,2,2,True,True,0,,Sentiment: X pattern match,1.8193058967590332
few-shot,215,La géothermie profite aux Chellois  http,2,1,False,True,0,,Direct digit match,1.8679134845733643
few-shot-real,215,La géothermie profite aux Chellois  http,2,2,True,True,0,,Sentiment: X pattern match,2.408367156982422
chain-of-thought,215,La géothermie profite aux Chellois  http,2,2,True,True,0,,Sentiment: X pattern match,2.5604465007781982
role-based,215,La géothermie profite aux Chellois  http,2,1,False,True,0,,Direct digit match,1.2518525123596191
combined,215,La géothermie profite aux Chellois  http,2,2,True,True,0,,Sentiment: X pattern match,1.316298484802246
zero-shot,235,Entretien de Yannick Rumpala par @user sur les liens entre #imaginaires SF et politiques écologiques...,1,1,True,True,0,,Direct digit match,1.6193416118621826
few-shot,235,Entretien de Yannick Rumpala par @user sur les liens entre #imaginaires SF et politiques écologiques...,1,1,True,True,0,,Sentiment: X pattern match,1.116361141204834
few-shot-real,235,Entretien de Yannick Rumpala par @user sur les liens entre #imaginaires SF et politiques écologiques...,1,1,True,True,0,,Direct digit match,1.6427042484283447
chain-of-thought,235,Entretien de Yannick Rumpala par @user sur les liens entre #imaginaires SF et politiques écologiques...,1,1,True,True,0,,Sentiment: X pattern match,2.5375261306762695
role-based,235,Entretien de Yannick Rumpala par @user sur les liens entre #imaginaires SF et politiques écologiques...,1,1,True,True,0,,Direct digit match,1.8970260620117188
combined,235,Entretien de Yannick Rumpala par @user sur les liens entre #imaginaires SF et politiques écologiques...,1,1,True,True,0,,Sentiment: X pattern match,0.7209453582763672
zero-shot,96,#Biodiversité - necessité d'une approche dynamique et dangers des #OGM #agriculture  http,0,1,False,True,0,,Direct digit match,1.969325304031372
few-shot,96,#Biodiversité - necessité d'une approche dynamique et dangers des #OGM #agriculture  http,0,1,False,True,0,,Sentiment: X pattern match,1.6208388805389404
few-shot-real,96,#Biodiversité - necessité d'une approche dynamique et dangers des #OGM #agriculture  http,0,1,False,True,0,,Direct digit match,0.7927708625793457
chain-of-thought,96,#Biodiversité - necessité d'une approche dynamique et dangers des #OGM #agriculture  http,0,0,True,True,0,,Sentiment: X pattern match,6.130666255950928
role-based,96,#Biodiversité - necessité d'une approche dynamique et dangers des #OGM #agriculture  http,0,1,False,True,0,,Direct digit match,0.6899933815002441
combined,96,#Biodiversité - necessité d'une approche dynamique et dangers des #OGM #agriculture  http,0,1,False,True,0,,Sentiment: X pattern match,1.8842387199401855
zero-shot,220,"Dans les domaines de la santé, de la téléphonie mobile, de l'agriculture ou du développement durable...",1,1,True,True,0,,Direct digit match,1.2652642726898193
few-shot,220,"Dans les domaines de la santé, de la téléphonie mobile, de l'agriculture ou du développement durable...",1,1,True,True,0,,Direct digit match,0.8129169940948486
few-shot-real,220,"Dans les domaines de la santé, de la téléphonie mobile, de l'agriculture ou du développement durable...",1,1,True,True,0,,Direct digit match,1.8639707565307617
chain-of-thought,220,"Dans les domaines de la santé, de la téléphonie mobile, de l'agriculture ou du développement durable...",1,1,True,True,0,,Sentiment: X pattern match,3.101639986038208
role-based,220,"Dans les domaines de la santé, de la téléphonie mobile, de l'agriculture ou du développement durable...",1,1,True,True,0,,Direct digit match,1.7452716827392578
combined,220,"Dans les domaines de la santé, de la téléphonie mobile, de l'agriculture ou du développement durable...",1,1,True,True,0,,Direct digit match,2.3715908527374268
zero-shot,310,#ecologie Après l'accident du pont effondré à Bettembourg: des questions http,1,1,True,True,0,,Sentiment: X pattern match,0.9432005882263184
few-shot,310,#ecologie Après l'accident du pont effondré à Bettembourg: des questions http,1,1,True,True,0,,Sentiment: X pattern match,1.983698844909668
few-shot-real,310,#ecologie Après l'accident du pont effondré à Bettembourg: des questions http,1,0,False,True,0,,Direct digit match,0.896981954574585
chain-of-thought,310,#ecologie Après l'accident du pont effondré à Bettembourg: des questions http,1,0,False,True,0,,Sentiment: X pattern match,3.5670671463012695
role-based,310,#ecologie Après l'accident du pont effondré à Bettembourg: des questions http,1,0,False,True,0,,Direct digit match,0.7153615951538086
combined,310,#ecologie Après l'accident du pont effondré à Bettembourg: des questions http,1,1,True,True,0,,Sentiment: X pattern match,1.5667719841003418
zero-shot,284,"Un ingénieur veut contribuer au développement de l’énergie solaire: Dakar, 3 sept (APS) - L’ingénieu...",2,1,False,True,0,,Direct digit match,2.7593114376068115
few-shot,284,"Un ingénieur veut contribuer au développement de l’énergie solaire: Dakar, 3 sept (APS) - L’ingénieu...",2,1,False,True,0,,Sentiment: X pattern match,1.0142252445220947
few-shot-real,284,"Un ingénieur veut contribuer au développement de l’énergie solaire: Dakar, 3 sept (APS) - L’ingénieu...",2,2,True,True,0,,Sentiment: X pattern match,1.8081791400909424
chain-of-thought,284,"Un ingénieur veut contribuer au développement de l’énergie solaire: Dakar, 3 sept (APS) - L’ingénieu...",2,2,True,True,0,,Sentiment: X pattern match,4.37070631980896
role-based,284,"Un ingénieur veut contribuer au développement de l’énergie solaire: Dakar, 3 sept (APS) - L’ingénieu...",2,1,False,True,0,,Direct digit match,1.059485673904419
combined,284,"Un ingénieur veut contribuer au développement de l’énergie solaire: Dakar, 3 sept (APS) - L’ingénieu...",2,1,False,True,0,,Sentiment: X pattern match,2.1595160961151123
zero-shot,163,#ecologie Teom : précisions sur les aménagements de la part incitative pour les constructions neuves...,1,1,True,True,0,,Direct digit match,4.415597438812256
few-shot,163,#ecologie Teom : précisions sur les aménagements de la part incitative pour les constructions neuves...,1,1,True,True,0,,Direct digit match,0.9161162376403809
few-shot-real,163,#ecologie Teom : précisions sur les aménagements de la part incitative pour les constructions neuves...,1,1,True,True,0,,Direct digit match,0.9247608184814453
chain-of-thought,163,#ecologie Teom : précisions sur les aménagements de la part incitative pour les constructions neuves...,1,1,True,True,0,,Sentiment: X pattern match,5.377151966094971
role-based,163,#ecologie Teom : précisions sur les aménagements de la part incitative pour les constructions neuves...,1,1,True,True,0,,Direct digit match,1.621474027633667
combined,163,#ecologie Teom : précisions sur les aménagements de la part incitative pour les constructions neuves...,1,1,True,True,0,,Sentiment: X pattern match,1.7452852725982666
zero-shot,218,L’Indonésie active son marché de la géothermie http,2,1,False,True,0,,Direct digit match,1.6925818920135498
few-shot,218,L’Indonésie active son marché de la géothermie http,2,1,False,True,0,,Direct digit match,1.5679988861083984
few-shot-real,218,L’Indonésie active son marché de la géothermie http,2,1,False,True,0,,Direct digit match,0.8440566062927246
chain-of-thought,218,L’Indonésie active son marché de la géothermie http,2,1,False,True,0,,Sentiment: X pattern match,6.138306617736816
role-based,218,L’Indonésie active son marché de la géothermie http,2,1,False,True,0,,Direct digit match,0.8399310111999512
combined,218,L’Indonésie active son marché de la géothermie http,2,2,True,True,0,,Sentiment: X pattern match,0.994922399520874
zero-shot,292,Réchauffement climatique. Poulpes et bonites remontent la Manche http http,1,1,True,True,0,,Direct digit match,0.821683406829834
few-shot,292,Réchauffement climatique. Poulpes et bonites remontent la Manche http http,1,1,True,True,0,,Sentiment: X pattern match,1.9320740699768066
few-shot-real,292,Réchauffement climatique. Poulpes et bonites remontent la Manche http http,1,1,True,True,0,,Sentiment: X pattern match,0.8116238117218018
chain-of-thought,292,Réchauffement climatique. Poulpes et bonites remontent la Manche http http,1,1,True,True,0,,Sentiment: X pattern match,5.369859933853149
role-based,292,Réchauffement climatique. Poulpes et bonites remontent la Manche http http,1,1,True,True,0,,Direct digit match,0.7617204189300537
combined,292,Réchauffement climatique. Poulpes et bonites remontent la Manche http http,1,1,True,True,0,,Sentiment: X pattern match,0.9859988689422607
zero-shot,308,Steria conseille et assiste l’ESMA dans la gestion de ses projets IT et ses interactions avec son éc...,2,1,False,True,0,,Direct digit match,1.7318229675292969
few-shot,308,Steria conseille et assiste l’ESMA dans la gestion de ses projets IT et ses interactions avec son éc...,2,1,False,True,0,,Direct digit match,1.2123138904571533
few-shot-real,308,Steria conseille et assiste l’ESMA dans la gestion de ses projets IT et ses interactions avec son éc...,2,1,False,True,0,,Direct digit match,1.8069117069244385
chain-of-thought,308,Steria conseille et assiste l’ESMA dans la gestion de ses projets IT et ses interactions avec son éc...,2,1,False,True,0,,Sentiment: X pattern match,3.751952886581421
role-based,308,Steria conseille et assiste l’ESMA dans la gestion de ses projets IT et ses interactions avec son éc...,2,1,False,True,0,,Direct digit match,0.9309041500091553
combined,308,Steria conseille et assiste l’ESMA dans la gestion de ses projets IT et ses interactions avec son éc...,2,1,False,True,0,,Sentiment: X pattern match,0.9262139797210693
zero-shot,177,"La progression des renouvelables risque de connaître un ralentissement après 2020, selon l'AIE | @us...",0,1,False,True,0,,Direct digit match,1.4653117656707764
few-shot,177,"La progression des renouvelables risque de connaître un ralentissement après 2020, selon l'AIE | @us...",0,1,False,True,0,,Direct digit match,1.4283478260040283
few-shot-real,177,"La progression des renouvelables risque de connaître un ralentissement après 2020, selon l'AIE | @us...",0,1,False,True,0,,Direct digit match,1.183427095413208
chain-of-thought,177,"La progression des renouvelables risque de connaître un ralentissement après 2020, selon l'AIE | @us...",0,0,True,True,0,,Sentiment: X pattern match,3.7097322940826416
role-based,177,"La progression des renouvelables risque de connaître un ralentissement après 2020, selon l'AIE | @us...",0,0,True,True,0,,Sentiment: X pattern match,0.6281428337097168
combined,177,"La progression des renouvelables risque de connaître un ralentissement après 2020, selon l'AIE | @us...",0,1,False,True,0,,Sentiment: X pattern match,0.7662279605865479
zero-shot,156,Un élu Europe Écologie-Les Verts dérape sur les synagogues http #Politique via @user,0,0,True,True,0,,Direct digit match,1.9326322078704834
few-shot,156,Un élu Europe Écologie-Les Verts dérape sur les synagogues http #Politique via @user,0,0,True,True,0,,Sentiment: X pattern match,1.5919666290283203
few-shot-real,156,Un élu Europe Écologie-Les Verts dérape sur les synagogues http #Politique via @user,0,0,True,True,0,,Sentiment: X pattern match,1.9305229187011719
chain-of-thought,156,Un élu Europe Écologie-Les Verts dérape sur les synagogues http #Politique via @user,0,0,True,True,0,,Sentiment: X pattern match,5.790932893753052
role-based,156,Un élu Europe Écologie-Les Verts dérape sur les synagogues http #Politique via @user,0,0,True,True,0,,Direct digit match,1.9518096446990967
combined,156,Un élu Europe Écologie-Les Verts dérape sur les synagogues http #Politique via @user,0,0,True,True,0,,Sentiment: X pattern match,1.0124268531799316
zero-shot,33,Réchauffement climatique : les tempêtes de neige extrêmes seront toujours présentes | @user via @use...,0,1,False,True,0,,Direct digit match,1.7341108322143555
few-shot,33,Réchauffement climatique : les tempêtes de neige extrêmes seront toujours présentes | @user via @use...,0,1,False,True,0,,Sentiment: X pattern match,0.7107114791870117
few-shot-real,33,Réchauffement climatique : les tempêtes de neige extrêmes seront toujours présentes | @user via @use...,0,1,False,True,0,,Sentiment: X pattern match,2.031857490539551
chain-of-thought,33,Réchauffement climatique : les tempêtes de neige extrêmes seront toujours présentes | @user via @use...,0,1,False,True,0,,Sentiment: X pattern match,5.247262239456177
role-based,33,Réchauffement climatique : les tempêtes de neige extrêmes seront toujours présentes | @user via @use...,0,1,False,True,0,,Direct digit match,1.9841327667236328
combined,33,Réchauffement climatique : les tempêtes de neige extrêmes seront toujours présentes | @user via @use...,0,1,False,True,0,,Sentiment: X pattern match,1.5644266605377197
zero-shot,138,Royal est contre l'écologie punitive. Au sein d'un gouvernement qui n'a aucun problème avec l'austér...,0,0,True,True,0,,Direct digit match,1.0765571594238281
few-shot,138,Royal est contre l'écologie punitive. Au sein d'un gouvernement qui n'a aucun problème avec l'austér...,0,0,True,True,0,,Sentiment: X pattern match,1.426673173904419
few-shot-real,138,Royal est contre l'écologie punitive. Au sein d'un gouvernement qui n'a aucun problème avec l'austér...,0,0,True,True,0,,Direct digit match,0.8194775581359863
chain-of-thought,138,Royal est contre l'écologie punitive. Au sein d'un gouvernement qui n'a aucun problème avec l'austér...,0,0,True,True,0,,Sentiment: X pattern match,2.519516706466675
role-based,138,Royal est contre l'écologie punitive. Au sein d'un gouvernement qui n'a aucun problème avec l'austér...,0,0,True,True,0,,Sentiment: X pattern match,0.6845457553863525
combined,138,Royal est contre l'écologie punitive. Au sein d'un gouvernement qui n'a aucun problème avec l'austér...,0,0,True,True,0,,Sentiment: X pattern match,2.5365264415740967
zero-shot,142,Tract « le diable s’habille en TAFTA » | Europe Écologie Les Verts http via @user,1,1,True,True,0,,Direct digit match,0.9774038791656494
few-shot,142,Tract « le diable s’habille en TAFTA » | Europe Écologie Les Verts http via @user,1,1,True,True,0,,Direct digit match,2.274878740310669
few-shot-real,142,Tract « le diable s’habille en TAFTA » | Europe Écologie Les Verts http via @user,1,0,False,True,0,,Sentiment: X pattern match,4.196305990219116
chain-of-thought,142,Tract « le diable s’habille en TAFTA » | Europe Écologie Les Verts http via @user,1,0,False,True,0,,Sentiment: X pattern match,3.3816332817077637
role-based,142,Tract « le diable s’habille en TAFTA » | Europe Écologie Les Verts http via @user,1,1,True,True,0,,Direct digit match,2.1916019916534424
combined,142,Tract « le diable s’habille en TAFTA » | Europe Écologie Les Verts http via @user,1,1,True,True,0,,Sentiment: X pattern match,1.5989875793457031
zero-shot,301,Lola ya bonobo : la nursy de Claudine André  http #ecologie Mediaterre,1,1,True,True,0,,Direct digit match,0.8230471611022949
few-shot,301,Lola ya bonobo : la nursy de Claudine André  http #ecologie Mediaterre,1,1,True,True,0,,Sentiment: X pattern match,0.7881202697753906
few-shot-real,301,Lola ya bonobo : la nursy de Claudine André  http #ecologie Mediaterre,1,1,True,True,0,,Sentiment: X pattern match,2.0382955074310303
chain-of-thought,301,Lola ya bonobo : la nursy de Claudine André  http #ecologie Mediaterre,1,1,True,True,0,,Sentiment: X pattern match,5.048154354095459
role-based,301,Lola ya bonobo : la nursy de Claudine André  http #ecologie Mediaterre,1,1,True,True,0,,Direct digit match,0.9197390079498291
combined,301,Lola ya bonobo : la nursy de Claudine André  http #ecologie Mediaterre,1,1,True,True,0,,Sentiment: X pattern match,1.7506649494171143
zero-shot,274,@user KAPUKI EST UNE VILLE IMMATÉRIELLE FLORALE VÉGÉTALE UNE ANTICIPATION #ECOLOGIE #ART POST INTERN...,1,1,True,True,0,,Sentiment: X pattern match,0.8664772510528564
few-shot,274,@user KAPUKI EST UNE VILLE IMMATÉRIELLE FLORALE VÉGÉTALE UNE ANTICIPATION #ECOLOGIE #ART POST INTERN...,1,1,True,True,0,,Sentiment: X pattern match,0.8166522979736328
few-shot-real,274,@user KAPUKI EST UNE VILLE IMMATÉRIELLE FLORALE VÉGÉTALE UNE ANTICIPATION #ECOLOGIE #ART POST INTERN...,1,1,True,True,0,,Sentiment: X pattern match,0.8993644714355469
chain-of-thought,274,@user KAPUKI EST UNE VILLE IMMATÉRIELLE FLORALE VÉGÉTALE UNE ANTICIPATION #ECOLOGIE #ART POST INTERN...,1,2,False,True,0,,Sentiment: X pattern match,2.7896811962127686
role-based,274,@user KAPUKI EST UNE VILLE IMMATÉRIELLE FLORALE VÉGÉTALE UNE ANTICIPATION #ECOLOGIE #ART POST INTERN...,1,2,False,True,0,,Sentiment: X pattern match,0.7666289806365967
combined,274,@user KAPUKI EST UNE VILLE IMMATÉRIELLE FLORALE VÉGÉTALE UNE ANTICIPATION #ECOLOGIE #ART POST INTERN...,1,2,False,True,0,,Sentiment: X pattern match,2.3577420711517334
zero-shot,323,@user: Pour tout savoir sur l’écosystème du Venture Capital en France http  #frenchtouc... http,2,1,False,True,0,,Direct digit match,2.3837027549743652
few-shot,323,@user: Pour tout savoir sur l’écosystème du Venture Capital en France http  #frenchtouc... http,2,1,False,True,0,,Sentiment: X pattern match,0.9193992614746094
few-shot-real,323,@user: Pour tout savoir sur l’écosystème du Venture Capital en France http  #frenchtouc... http,2,1,False,True,0,,Direct digit match,0.7781949043273926
chain-of-thought,323,@user: Pour tout savoir sur l’écosystème du Venture Capital en France http  #frenchtouc... http,2,1,False,True,0,,Sentiment: X pattern match,2.6574604511260986
role-based,323,@user: Pour tout savoir sur l’écosystème du Venture Capital en France http  #frenchtouc... http,2,1,False,True,0,,Direct digit match,0.6578717231750488
combined,323,@user: Pour tout savoir sur l’écosystème du Venture Capital en France http  #frenchtouc... http,2,1,False,True,0,,Direct digit match,1.6272368431091309
zero-shot,159,Ségolène Royal Ministre de l'écologie: Annuler l’autorisation de la chasse aux Loups http via @user,0,1,False,True,0,,Direct digit match,0.782886266708374
few-shot,159,Ségolène Royal Ministre de l'écologie: Annuler l’autorisation de la chasse aux Loups http via @user,0,1,False,True,0,,Sentiment: X pattern match,0.9567558765411377
few-shot-real,159,Ségolène Royal Ministre de l'écologie: Annuler l’autorisation de la chasse aux Loups http via @user,0,1,False,True,0,,Direct digit match,0.9600944519042969
chain-of-thought,159,Ségolène Royal Ministre de l'écologie: Annuler l’autorisation de la chasse aux Loups http via @user,0,0,True,True,0,,Sentiment: X pattern match,5.163338661193848
role-based,159,Ségolène Royal Ministre de l'écologie: Annuler l’autorisation de la chasse aux Loups http via @user,0,1,False,True,0,,Direct digit match,1.588277816772461
combined,159,Ségolène Royal Ministre de l'écologie: Annuler l’autorisation de la chasse aux Loups http via @user,0,1,False,True,0,,Sentiment: X pattern match,2.2835166454315186
zero-shot,117,Comprends pas pourquoi elle est ministre de l'écologie...elle non plus il me semble...#BourdinDirect...,0,0,True,True,0,,Direct digit match,1.7220888137817383
few-shot,117,Comprends pas pourquoi elle est ministre de l'écologie...elle non plus il me semble...#BourdinDirect...,0,0,True,True,0,,Sentiment: X pattern match,0.7819714546203613
few-shot-real,117,Comprends pas pourquoi elle est ministre de l'écologie...elle non plus il me semble...#BourdinDirect...,0,0,True,True,0,,Sentiment: X pattern match,0.876274585723877
chain-of-thought,117,Comprends pas pourquoi elle est ministre de l'écologie...elle non plus il me semble...#BourdinDirect...,0,0,True,True,0,,Sentiment: X pattern match,3.3913414478302
role-based,117,Comprends pas pourquoi elle est ministre de l'écologie...elle non plus il me semble...#BourdinDirect...,0,0,True,True,0,,Sentiment: X pattern match,2.2679245471954346
combined,117,Comprends pas pourquoi elle est ministre de l'écologie...elle non plus il me semble...#BourdinDirect...,0,0,True,True,0,,Sentiment: X pattern match,1.0923311710357666
zero-shot,88,@user @user écologie a 2 balles. Ils voient même pas que la disparition de vaisselles jetable c'est ...,1,0,False,True,0,,Direct digit match,1.3037073612213135
few-shot,88,@user @user écologie a 2 balles. Ils voient même pas que la disparition de vaisselles jetable c'est ...,1,0,False,True,0,,Sentiment: X pattern match,0.6965141296386719
few-shot-real,88,@user @user écologie a 2 balles. Ils voient même pas que la disparition de vaisselles jetable c'est ...,1,0,False,True,0,,Sentiment: X pattern match,2.7745108604431152
chain-of-thought,88,@user @user écologie a 2 balles. Ils voient même pas que la disparition de vaisselles jetable c'est ...,1,0,False,True,0,,Sentiment: X pattern match,2.4547102451324463
role-based,88,@user @user écologie a 2 balles. Ils voient même pas que la disparition de vaisselles jetable c'est ...,1,0,False,True,0,,Sentiment: X pattern match,0.9407835006713867
combined,88,@user @user écologie a 2 balles. Ils voient même pas que la disparition de vaisselles jetable c'est ...,1,0,False,True,0,,Sentiment: X pattern match,1.5831806659698486
zero-shot,152,C’est une première : des scientifiques élaborent une cellule solaire qui stocke sa propre... | @user...,2,1,False,True,0,,Sentiment: X pattern match,0.8477292060852051
few-shot,152,C’est une première : des scientifiques élaborent une cellule solaire qui stocke sa propre... | @user...,2,1,False,True,0,,Sentiment: X pattern match,1.764131784439087
few-shot-real,152,C’est une première : des scientifiques élaborent une cellule solaire qui stocke sa propre... | @user...,2,1,False,True,0,,Direct digit match,0.6875307559967041
chain-of-thought,152,C’est une première : des scientifiques élaborent une cellule solaire qui stocke sa propre... | @user...,2,2,True,True,0,,Sentiment: X pattern match,2.7472035884857178
role-based,152,C’est une première : des scientifiques élaborent une cellule solaire qui stocke sa propre... | @user...,2,1,False,True,0,,Direct digit match,1.7883918285369873
combined,152,C’est une première : des scientifiques élaborent une cellule solaire qui stocke sa propre... | @user...,2,2,True,True,0,,Sentiment: X pattern match,1.3206260204315186
zero-shot,6,Eoliennes et saccage des paysages de vignes Wine Tourism In France L'importance stratégique de l'oen...,0,0,True,True,0,,Direct digit match,3.8359951972961426
few-shot,6,Eoliennes et saccage des paysages de vignes Wine Tourism In France L'importance stratégique de l'oen...,0,0,True,True,0,,Sentiment: X pattern match,0.7587788105010986
few-shot-real,6,Eoliennes et saccage des paysages de vignes Wine Tourism In France L'importance stratégique de l'oen...,0,0,True,True,0,,Direct digit match,1.1917040348052979
chain-of-thought,6,Eoliennes et saccage des paysages de vignes Wine Tourism In France L'importance stratégique de l'oen...,0,0,True,True,0,,Sentiment: X pattern match,5.388982534408569
role-based,6,Eoliennes et saccage des paysages de vignes Wine Tourism In France L'importance stratégique de l'oen...,0,0,True,True,0,,Direct digit match,1.3756835460662842
combined,6,Eoliennes et saccage des paysages de vignes Wine Tourism In France L'importance stratégique de l'oen...,0,0,True,True,0,,Direct digit match,1.3010313510894775
zero-shot,173,Réformes du secteur énergie au MEX augmenteront opportunités de développer  approvisionnements d’éne...,2,2,True,True,0,,Sentiment: X pattern match,0.733797550201416
few-shot,173,Réformes du secteur énergie au MEX augmenteront opportunités de développer  approvisionnements d’éne...,2,2,True,True,0,,Sentiment: X pattern match,0.92215895652771
few-shot-real,173,Réformes du secteur énergie au MEX augmenteront opportunités de développer  approvisionnements d’éne...,2,2,True,True,0,,Sentiment: X pattern match,0.8078207969665527
chain-of-thought,173,Réformes du secteur énergie au MEX augmenteront opportunités de développer  approvisionnements d’éne...,2,2,True,True,0,,Sentiment: X pattern match,3.416649103164673
role-based,173,Réformes du secteur énergie au MEX augmenteront opportunités de développer  approvisionnements d’éne...,2,2,True,True,0,,Sentiment: X pattern match,1.4166109561920166
combined,173,Réformes du secteur énergie au MEX augmenteront opportunités de développer  approvisionnements d’éne...,2,2,True,True,0,,Sentiment: X pattern match,1.5280265808105469
zero-shot,104,"69/@user:initiatives novatrices qui rendent possibles le partage de la prospérité,le développement d...",2,2,True,True,0,,Sentiment: X pattern match,0.8899435997009277
few-shot,104,"69/@user:initiatives novatrices qui rendent possibles le partage de la prospérité,le développement d...",2,2,True,True,0,,Sentiment: X pattern match,1.3804285526275635
few-shot-real,104,"69/@user:initiatives novatrices qui rendent possibles le partage de la prospérité,le développement d...",2,2,True,True,0,,Direct digit match,1.185152530670166
chain-of-thought,104,"69/@user:initiatives novatrices qui rendent possibles le partage de la prospérité,le développement d...",2,2,True,True,0,,Sentiment: X pattern match,4.174519777297974
role-based,104,"69/@user:initiatives novatrices qui rendent possibles le partage de la prospérité,le développement d...",2,2,True,True,0,,Direct digit match,0.8164887428283691
combined,104,"69/@user:initiatives novatrices qui rendent possibles le partage de la prospérité,le développement d...",2,2,True,True,0,,Sentiment: X pattern match,2.7614805698394775
zero-shot,299,Mon TRÈS CHER LOUP 400 loups qui coûtent 12 millions d'€ d'indemnité = 30000€ par loup ! Merci les é...,2,0,False,True,0,,Direct digit match,0.7445344924926758
few-shot,299,Mon TRÈS CHER LOUP 400 loups qui coûtent 12 millions d'€ d'indemnité = 30000€ par loup ! Merci les é...,2,0,False,True,0,,Sentiment: X pattern match,1.0526785850524902
few-shot-real,299,Mon TRÈS CHER LOUP 400 loups qui coûtent 12 millions d'€ d'indemnité = 30000€ par loup ! Merci les é...,2,0,False,True,0,,Direct digit match,1.0283665657043457
chain-of-thought,299,Mon TRÈS CHER LOUP 400 loups qui coûtent 12 millions d'€ d'indemnité = 30000€ par loup ! Merci les é...,2,0,False,True,0,,Sentiment: X pattern match,4.51532244682312
role-based,299,Mon TRÈS CHER LOUP 400 loups qui coûtent 12 millions d'€ d'indemnité = 30000€ par loup ! Merci les é...,2,0,False,True,0,,Sentiment: X pattern match,0.9441416263580322
combined,299,Mon TRÈS CHER LOUP 400 loups qui coûtent 12 millions d'€ d'indemnité = 30000€ par loup ! Merci les é...,2,0,False,True,0,,Direct digit match,1.860306739807129
zero-shot,39,"Après l'immobilisme économique, maintenant on recule même sur les réformes écologiques... bientôt le...",0,0,True,True,0,,Direct digit match,1.7022299766540527
few-shot,39,"Après l'immobilisme économique, maintenant on recule même sur les réformes écologiques... bientôt le...",0,0,True,True,0,,Sentiment: X pattern match,0.848186731338501
few-shot-real,39,"Après l'immobilisme économique, maintenant on recule même sur les réformes écologiques... bientôt le...",0,0,True,True,0,,Direct digit match,0.7936928272247314
chain-of-thought,39,"Après l'immobilisme économique, maintenant on recule même sur les réformes écologiques... bientôt le...",0,0,True,True,0,,Sentiment: X pattern match,3.349604845046997
role-based,39,"Après l'immobilisme économique, maintenant on recule même sur les réformes écologiques... bientôt le...",0,0,True,True,0,,Sentiment: X pattern match,0.7538697719573975
combined,39,"Après l'immobilisme économique, maintenant on recule même sur les réformes écologiques... bientôt le...",0,0,True,True,0,,Sentiment: X pattern match,0.6855564117431641
zero-shot,5,#LoiRoyal oui à la recherche pour des énergies renouvelables et/ou durables! @user @user,2,2,True,True,0,,Sentiment: X pattern match,1.45914888381958
